gene_id,gene_symbol,gene_biotype,chr,start,end,strand,Sample1_dedup,Sample2_dedup,Sample3_dedup,Sample4_dedup,Sample5_dedup,Sample6_dedup,Sample7_dedup,Sample8_dedup,Sample9_dedup,Sample10_dedup
ENSG00000214353,Itpripl2,lncRNA,16,70755035,70773251,+,629,1725,975,2150,1989,2864,398,499,1074,659
ENSG00000279815,Gm23711,TEC,16,70768356,70768785,+,0,4,1,0,3,1,0,0,1,0
ENSG00000279122,Gm21781,TEC,16,70768967,70770221,-,174,441,279,557,628,673,252,300,150,198
ENSG00000279412,Ighv1-82,TEC,16,70713987,70716890,+,14,589,42,108,109,154,4,4,5,107
ENSG00000279123,Ighv1-39,TEC,16,70778433,70779145,+,0,14,49,6,0,11,0,1,0,5
ENSG00000180917,Mid1-ps1,protein_coding,16,71281389,71289715,-,0,72,59,102,38,67,42,70,29,41
ENSG00000261260,Rps19-ps13,lncRNA,16,71288767,71309963,+,0,0,0,0,0,0,0,0,0,0
ENSG00000294967,Tubb4b-ps1,lncRNA,16,71301260,71357884,-,80,109,140,234,122,167,203,235,150,172
ENSG00000295006,Gm4795,lncRNA,16,71326120,71328779,+,1,0,3,4,3,9,1,4,3,1
ENSG00000172137,Ighv8-11,protein_coding,16,71358713,71390436,+,0,0,0,1,0,7,1,1,0,0
ENSG00000261348,Gm20069,lncRNA,16,71366933,71426464,-,0,0,1,3,0,0,1,0,1,3
ENSG00000262120,Gm22716,unprocessed_pseudogene,16,71420483,71421518,+,31,1,8,6,8,4,7,3,6,10
ENSG00000157423,Rhox5,protein_coding,16,70802084,71230722,-,86,51,46,107,52,192,7,5,32,42
ENSG00000221725,Gm20939,snRNA,16,70852698,70852814,+,41,23,42,74,65,97,39,46,44,36
ENSG00000305278,Ighv1-59,lncRNA,16,70987565,71068626,+,1,13,11,59,13,20,1,0,0,13
ENSG00000259833,Ighv1-7,lncRNA,16,71080866,71111914,+,0,137,6,36,19,29,13,24,0,6
ENSG00000297892,Vmn1r91,lncRNA,16,71230018,71247769,+,0,1,1,0,0,0,3,1,0,0
ENSG00000259798,Ighv1-52,lncRNA,16,71113352,71114000,+,0,15,6,28,14,33,36,46,0,11
ENSG00000167377,Ighv5-9-1,protein_coding,16,71447597,71463095,-,0,6,7,0,9,16,0,0,0,16
ENSG00000247324,Zfp799,lncRNA,16,71462272,71465941,+,203,314,224,469,358,620,190,217,225,155
ENSG00000157429,Scgb1b3,protein_coding,16,71464555,71565502,-,8,1,3,14,3,10,7,11,2,91
ENSG00000260520,Ighv5-9,lncRNA,16,71513816,71517850,+,0,16,5,119,0,1,0,0,0,9
ENSG00000140835,Gm7618,protein_coding,16,71525233,71541950,+,13,3,5,1,4,6,3,3,3,2
ENSG00000260015,Gm10130,lncRNA,16,71539834,71541825,-,46,80,52,114,92,176,110,142,72,56
ENSG00000252339,Ccl21a,snRNA,16,71563430,71563528,-,0,0,0,0,0,0,0,0,0,0
ENSG00000260886,Zfp870,lncRNA,16,71564952,71578187,+,155,174,171,304,228,462,170,194,152,142
ENSG00000198650,Defa-ps6,protein_coding,16,71565660,71577095,-,49,21,58,27,21,32,3,1,12,15
ENSG00000261611,Gm21984,protein_coding,16,71447600,71489311,-,0,1,0,3,0,1,1,0,1,1
ENSG00000260593,Igkv3-5,lncRNA,16,71623708,71626816,-,7,16,12,24,0,21,7,0,4,43
ENSG00000140832,Igkv3-9,protein_coding,16,71626161,71642114,+,0,1,0,0,3,1,0,0,0,4
ENSG00000040199,Igkv3-2,protein_coding,16,71637835,71724701,-,9,44,4,59,0,98,6,14,0,12
ENSG00000260185,Gm14325,lncRNA,16,71655027,71664212,+,35,78,57,131,129,202,40,47,74,51
ENSG00000199301,D630033O11Rik,snRNA,16,71666091,71666197,+,0,3,1,7,3,9,8,9,2,1
ENSG00000295751,Gm21092,lncRNA,16,71670790,71708537,+,17,39,20,68,71,75,18,23,18,10
ENSG00000263666,Tmem200c,snoRNA,16,71698567,71698701,-,3,0,0,0,1,11,1,0,0,1
ENSG00000261513,Ighv1-12,lncRNA,16,71723180,71724230,+,0,29,4,40,13,18,17,14,1,0
ENSG00000294600,Gm14328,lncRNA,16,72004887,72015627,-,7,10,8,15,13,18,6,4,11,11
ENSG00000263232,Rps2-ps6,transcribed_processed_pseudogene,16,72005037,72006543,-,135,69,132,127,93,232,190,133,113,125
ENSG00000102967,Ighv5-12,protein_coding,16,72008588,72027664,+,0,5,1,4,0,0,0,0,5,0
ENSG00000289937,Zfp748,lncRNA,16,72023652,72043190,-,196,226,189,368,259,567,155,182,201,160
ENSG00000310525,Fignl2,protein_coding,16,72038099,72093557,-,42,119,55,143,134,174,35,41,69,46
ENSG00000257017,Ighv1-4,protein_coding,16,72054505,72061071,+,0,5,0,73,0,21,21,37,0,0
ENSG00000261701,Gm8989,protein_coding,16,72063148,72077246,+,1,37,16,85,44,35,74,66,33,14
ENSG00000260252,Entpd4,lncRNA,16,72084857,72087443,+,0,0,0,3,0,5,3,1,1,0
ENSG00000140830,Gm21987,protein_coding,16,72084854,72094431,-,0,0,0,0,0,0,0,1,0,0
ENSG00000140829,Gm9824,protein_coding,16,72093613,72112912,+,296,602,773,1305,867,2015,511,664,639,736
ENSG00000118557,A630023A22Rik,protein_coding,16,72112157,72176878,-,6,6,7,8,6,16,6,5,3,16
ENSG00000295538,Igkv1-122,lncRNA,16,72162474,72182012,+,0,7,1,1,3,3,1,0,0,0
ENSG00000166747,Gm22447,protein_coding,16,71729000,71809201,-,0,0,0,0,0,0,0,0,0,0
ENSG00000298001,Gm17222,lncRNA,16,71734685,71745288,+,20,23,30,33,23,45,21,22,27,35
ENSG00000223224,Ighv1-66,snoRNA,16,71758402,71758487,-,4,57,10,39,4,12,1,4,1,5
ENSG00000283057,Gm15682,processed_pseudogene,16,71777603,71777834,-,22,11,19,18,7,18,27,14,13,18
ENSG00000224470,Gm10243,protein_coding,16,71808439,71885268,+,140,58,138,126,80,137,114,94,109,123
ENSG00000262140,Zfp969,unprocessed_pseudogene,16,71833787,71835932,+,8,4,6,14,13,8,0,5,6,1
ENSG00000298025,Gm21887,lncRNA,16,71844507,71845925,-,754,1382,1738,2136,1537,1685,887,1253,591,1730
ENSG00000182149,Ighv2-9-1,protein_coding,16,71845996,71931199,+,0,9,1,16,68,110,0,0,1,11
ENSG00000279592,Noc2l,TEC,16,71859680,71860676,+,770,2248,1914,3539,2332,5316,2999,3632,1626,1953
ENSG00000102984,Ighv5-17,protein_coding,16,71859680,71895336,-,19,159,16,85,49,52,0,0,1,11
ENSG00000261765,Trbv12-1,lncRNA,16,71881553,71882273,-,0,1,0,2,0,1,0,0,1,0
ENSG00000307750,Ighv14-2,lncRNA,16,71911226,71912311,+,11,120,6,72,0,16,0,0,4,87
ENSG00000277481,Gm12350,protein_coding,16,71929538,72000402,-,97,29,60,77,47,145,61,58,54,90
ENSG00000242176,Ighv1-55,processed_pseudogene,16,71991151,71991305,-,6,93,27,125,13,57,0,0,1,52
ENSG00000196436,Fam177a,protein_coding,16,74376306,74392115,+,9,4,5,4,3,8,3,28,4,6
ENSG00000304089,Gm6472,lncRNA,16,74385178,74407254,-,2652,887,2251,1760,1475,3850,2567,2281,1695,2217
ENSG00000276822,Gm9457,transcribed_unprocessed_pseudogene,16,74393076,74393183,-,28,9,21,8,11,16,15,17,16,16
ENSG00000304116,Gm21188,lncRNA,16,74398779,74403176,+,31,22,17,42,35,75,8,10,22,30
ENSG00000140839,Ighv5-4,protein_coding,16,74408631,74424179,-,0,18,4,19,0,6,4,1,0,1
ENSG00000261170,Gm6291,lncRNA,16,74422120,74441937,+,0,0,0,0,0,0,0,3,0,0
ENSG00000296993,Csta2,lncRNA,16,73940977,73954131,+,1,3,4,4,0,4,1,0,5,6
ENSG00000261404,Igkv6-23,lncRNA,16,73943078,74296783,-,52,192,48,28,16,46,22,21,9,104
ENSG00000279420,Igkv4-58,TEC,16,74053365,74053965,+,1,0,1,29,8,4,0,0,4,17
ENSG00000306565,Ighv14-3,lncRNA,16,74069725,74101349,+,4,143,5,34,1,28,0,0,1,19
ENSG00000279100,Gm2004,TEC,16,74150520,74151299,+,7,5,3,8,16,8,3,5,6,0
ENSG00000294379,Gm8979,lncRNA,16,74182030,74189263,+,1,120,18,326,254,124,132,259,48,29
ENSG00000260471,Dynlt1f,processed_pseudogene,16,74220929,74221427,+,731,235,470,461,395,695,542,540,385,431
ENSG00000261248,Gm8281,lncRNA,16,74282415,74287519,+,2,1,1,3,2,7,7,7,0,2
ENSG00000103035,Igkv3-1,protein_coding,16,74296809,74306288,+,11,11,1,8,3,0,3,0,0,4
ENSG00000290890,Rnaset2a,lncRNA,16,74305126,74368276,-,20,9,17,9,11,25,9,6,8,10
ENSG00000260884,Rab11b-ps2,lncRNA,16,74313337,74315634,+,82,282,243,412,271,667,189,253,208,216
ENSG00000214331,Ighv10-3,transcribed_unprocessed_pseudogene,16,74332567,74360859,-,4,43,9,73,0,63,4,10,1,21
ENSG00000294404,Gm8221,lncRNA,16,74335479,74337910,+,0,20,0,13,7,5,1,0,1,1
ENSG00000261079,Igkv11-125,lncRNA,16,74365941,74369826,+,1,13,0,0,0,4,0,0,0,0
ENSG00000284670,Igkv4-53,translated_processed_pseudogene,16,73940639,73941781,-,18,213,6,57,9,88,0,0,1,37
ENSG00000275236,Ighv1-20,lncRNA,16,74289593,74291052,-,0,0,6,9,0,0,0,0,0,3
ENSG00000239763,Gm16378,processed_pseudogene,16,74312609,74313390,-,108,72,74,130,77,171,101,79,68,112
ENSG00000262904,Gm21182,processed_pseudogene,16,74667506,74668706,+,1,1,7,4,3,7,1,5,0,5
ENSG00000168404,Igkv14-111,protein_coding,16,74671855,74701156,-,6,28,9,99,24,45,9,8,0,61
ENSG00000103089,Sirpb1a,protein_coding,16,74712955,74774837,-,15,24,23,52,22,64,3,9,36,45
ENSG00000090863,Nupr1l,protein_coding,16,74447427,74607144,-,41,14,28,54,48,60,31,36,33,25
ENSG00000251794,Igkv6-17,snRNA,16,74456541,74456611,+,19,59,128,156,54,139,4,1,4,102
ENSG00000240861,Gm5473,processed_pseudogene,16,74552251,74552746,+,3,0,5,6,1,3,6,4,0,1
ENSG00000270945,Defa-ps1,processed_pseudogene,16,74612596,74613221,-,1,6,2,1,1,2,0,0,0,1
ENSG00000168411,Gm9002,protein_coding,16,74621393,74666912,-,0,1,3,0,0,4,0,0,0,0
ENSG00000207525,Gm21960,misc_RNA,16,74463888,74463988,-,11,15,15,30,22,37,14,8,11,12
ENSG00000168928,Gm8532,protein_coding,16,75204103,75207161,-,0,8,2,20,4,3,3,3,5,2
ENSG00000184517,Gm5741,protein_coding,16,75148494,75172236,+,11,11,6,4,6,16,7,7,4,6
ENSG00000168925,Gm5451,protein_coding,16,75218988,75226338,+,104,41,129,144,113,137,118,151,123,147
ENSG00000290455,Ighv1-43,lncRNA,16,75226074,75228197,+,1,0,0,1,0,0,3,0,0,0
ENSG00000240338,Ighv1-67,transcribed_unprocessed_pseudogene,16,75226341,75228115,+,0,0,0,0,0,0,0,0,0,0
ENSG00000050820,Ighv2-4,protein_coding,16,75228181,75268053,-,0,1,0,0,0,1,4,5,0,0
ENSG00000280152,Gm23136,TEC,16,75245994,75250077,-,1,11,12,21,10,25,12,13,6,7
ENSG00000103091,Ppp1r2-ps6,protein_coding,16,74871362,75000173,-,3,11,5,7,8,10,3,4,1,4
ENSG00000186187,Ighv1-58,protein_coding,16,74999014,75110994,+,1,7,0,21,0,6,0,0,0,1
ENSG00000247033,Gm21963,lncRNA,16,75108601,75110712,-,0,0,3,1,1,7,5,3,1,3
ENSG00000166816,Gm21844,protein_coding,16,75111855,75116782,-,1,1,0,4,4,4,3,4,0,0
ENSG00000261008,Ighv1-37,lncRNA,16,72236281,72665083,-,0,0,1,4,0,1,0,0,0,0
ENSG00000261774,Defa-ps17,processed_pseudogene,16,72278268,72278568,+,0,0,0,0,0,0,0,0,0,0
ENSG00000283564,Nim1k,snRNA,16,72376704,72376760,+,29,26,55,32,36,103,23,23,25,28
ENSG00000260664,Gm16416,lncRNA,16,72425611,72535458,+,1,0,0,1,0,1,0,3,0,1
ENSG00000259768,Ighv10-1,lncRNA,16,72664791,72874944,+,0,27,17,89,1,141,1,9,1,43
ENSG00000238731,Gm15042,snRNA,16,72673503,72673564,+,0,0,0,0,0,0,0,0,0,0
ENSG00000279206,Zfp97,lncRNA,16,72772673,72773272,+,36,45,48,68,70,104,54,45,36,46
ENSG00000140836,Gm17048,protein_coding,16,72782885,73891871,-,10,11,29,18,18,38,12,19,15,12
ENSG00000251868,2610528A11Rik,snRNA,16,72821933,72821992,-,220,504,218,521,26,144,787,773,70,1429
ENSG00000279757,Gm21596,TEC,16,72973374,72973832,-,104,28,54,54,60,91,116,78,58,71
ENSG00000280092,Hist4h4,TEC,16,73005601,73006141,-,25,7,17,11,20,33,17,7,18,12
ENSG00000260880,Sox1,lncRNA,16,73092349,73099337,+,0,1,0,1,1,7,1,1,0,0
ENSG00000284675,Ighv1-75,lncRNA,16,73123258,73146443,+,1,22,3,16,5,1,0,0,0,3
ENSG00000296150,D830030K20Rik,lncRNA,16,73191094,73198990,+,0,1,1,2,0,8,1,1,0,0
ENSG00000261227,9930004E17Rik,lncRNA,16,73230863,73239147,+,10,5,5,5,6,9,6,10,5,7
ENSG00000279120,Syne1,TEC,16,73293866,73294296,-,120,375,274,740,582,647,131,185,212,150
ENSG00000258779,Gm21986,lncRNA,16,73386771,73504954,+,7,19,9,15,22,14,9,7,7,10
ENSG00000296129,Ighv1-72,lncRNA,16,73437699,73455407,-,10,44,13,102,12,94,10,18,5,19
ENSG00000296181,Ighv1-62-2,lncRNA,16,73454224,73456922,+,0,11,1,7,5,7,1,0,0,10
ENSG00000260848,Gm4761,lncRNA,16,73543739,73570391,+,0,1,1,3,0,3,3,0,0,0
ENSG00000303763,Gm16505,lncRNA,16,73646078,73647559,-,5,3,6,5,5,10,7,4,1,1
ENSG00000303711,Ighv11-2,lncRNA,16,73764134,73775135,+,0,0,0,0,0,15,0,0,0,0
ENSG00000303679,Ankrd66,lncRNA,16,73787336,73812461,-,9,11,15,18,6,21,1,4,4,6
ENSG00000283457,Dnah7a,lncRNA,16,73794057,73809736,+,1,5,1,1,1,10,10,5,0,0
ENSG00000259817,Vkorc1,lncRNA,16,73812555,73816064,+,68,45,41,54,40,112,27,11,40,51
ENSG00000303729,Kcnj11,lncRNA,16,73880124,73884733,+,1,4,0,3,9,3,3,4,4,4
ENSG00000261764,Ighv1-85,transcribed_processed_pseudogene,16,72728616,72729894,+,0,14,5,24,12,5,5,7,3,14
ENSG00000272330,Gm9242,lncRNA,16,73014319,73014476,-,10,53,39,164,74,56,51,27,34,46
ENSG00000279591,Gm5472,TEC,16,73015047,73016016,-,1,4,7,10,6,9,1,8,9,4
ENSG00000271009,Gm3436,lncRNA,16,73060245,73062316,+,0,13,9,29,17,32,11,12,11,10
ENSG00000296135,Gm8055,lncRNA,16,75277543,75293731,+,5,1,9,9,1,8,4,5,3,7
ENSG00000252101,Gm3150,snRNA,16,75286712,75286800,-,21,12,16,16,5,8,12,7,11,11
ENSG00000153774,Gm5070,protein_coding,16,75293698,75433503,-,0,4,10,5,0,7,12,3,5,6
ENSG00000296114,Cmtm4,lncRNA,16,75320073,75340351,+,1310,2853,1709,3760,2827,5079,1786,2312,1668,1714
ENSG00000259999,Gm18856,lncRNA,16,75321890,75325048,-,0,0,0,0,4,1,0,0,0,1
ENSG00000261717,Ptrhd1,protein_coding,16,75412684,75464706,-,256,111,155,142,125,227,144,160,118,163
ENSG00000296154,H1f0,lncRNA,16,75432830,75433680,+,5290,5033,7218,7214,7726,11580,5511,5989,6220,7040
ENSG00000166822,Smim22,protein_coding,16,75443054,75465497,-,967,425,894,766,459,1168,678,636,614,996
ENSG00000261476,1500002C15Rik,lncRNA,16,75458252,75460017,-,24,41,40,63,36,77,34,33,27,25
ENSG00000261783,Gm13238,lncRNA,16,75379818,75381260,-,0,3,0,8,2,2,5,5,0,1
ENSG00000252122,Gm24265,snoRNA,16,75409332,75409466,-,4,1,8,8,3,13,5,3,22,9
ENSG00000274220,Dynlt1b,lncRNA,16,75433836,75436392,+,143,122,193,190,158,391,171,171,165,175
ENSG00000183196,Defa2,protein_coding,16,75472052,75495458,-,156,61,645,196,248,61,10,15,161,47
ENSG00000203472,Snord88c,lncRNA,16,75475896,75495407,+,0,8,1,7,7,12,5,5,0,1
ENSG00000296935,Gm21814,lncRNA,16,75494298,75506509,+,8,4,8,12,6,12,4,5,5,10
ENSG00000273971,Ighv1-78,lncRNA,16,75497948,75498289,-,0,60,8,30,1,83,4,0,1,4
ENSG00000291051,Igkv1-135,lncRNA,16,75500171,75517392,-,7,8,17,143,33,62,4,1,1,6
ENSG00000262583,Defa-ps10,transcribed_unprocessed_pseudogene,16,75499788,75505283,-,0,0,0,0,0,1,0,0,0,0
ENSG00000307452,Samd11,lncRNA,16,75788587,75914827,+,3,5,13,9,4,17,5,3,3,4
ENSG00000261313,Gm5814,lncRNA,16,75838576,75860869,-,7,37,23,74,37,45,29,32,28,34
ENSG00000199299,Gm21992,rRNA_pseudogene,16,75861048,75861157,-,24,41,34,55,36,56,58,59,20,21
ENSG00000260092,Gm21811,protein_coding,16,75528532,75545428,-,39,118,100,197,177,268,127,149,68,76
ENSG00000135702,Gm9825,protein_coding,16,75528530,75536108,-,12,31,32,43,28,65,21,31,29,22
ENSG00000205084,Ighv1-19,protein_coding,16,75536741,75556289,-,4,34,5,49,5,34,4,4,0,19
ENSG00000259992,Igkv12-44,lncRNA,16,75541399,75608445,-,75,175,11,73,8,29,25,6,6,86
ENSG00000276408,Zfp994,lncRNA,16,75556392,75557059,+,157,219,181,274,262,493,140,138,169,191
ENSG00000307163,Gm5808,lncRNA,16,75559068,75559586,-,7,0,1,1,0,2,1,3,1,6
ENSG00000034713,Gm4076,protein_coding,16,75566375,75577881,+,21,57,46,54,38,55,24,29,40,50
ENSG00000276523,Ighv1-77,lncRNA,16,75572185,75572685,-,0,3,0,1,0,8,1,0,0,1
ENSG00000303887,Moap1,lncRNA,16,75588874,75589435,-,0,1,1,6,2,4,1,4,0,2
ENSG00000065457,Ighv9-3,protein_coding,16,75596868,75623300,-,8,197,10,100,20,21,0,0,4,54
ENSG00000065427,Igkv14-130,protein_coding,16,75627472,75648663,-,0,0,0,0,0,0,0,0,0,0
ENSG00000287194,Ighv2-2,unprocessed_pseudogene,16,75646606,75646681,+,4,120,1,140,9,60,4,6,0,20
ENSG00000166848,Cdkn2d,protein_coding,16,75647765,75761872,+,329,198,419,417,313,681,356,441,318,378
ENSG00000284484,Gm5561,protein_coding,16,75660227,75677009,-,83,35,67,59,42,86,60,53,41,49
ENSG00000282757,Gm5426,protein_coding,16,75693893,75701461,-,0,0,0,0,1,1,0,0,0,0
ENSG00000240199,Igkv10-94,misc_RNA,16,75698531,75698816,-,26,91,35,105,4,149,4,7,4,105
ENSG00000261424,Ighv2-5,processed_pseudogene,16,75709056,75709815,-,0,15,7,21,0,6,0,0,1,0
ENSG00000283755,Ighv1-5,protein_coding,16,75714131,75726490,-,0,13,1,14,7,4,0,0,0,15
ENSG00000140876,Igkv14-100,protein_coding,16,77722485,77742260,+,1,1,0,0,24,5,0,0,0,1
ENSG00000261707,Gm6919,lncRNA,16,77741293,77761339,-,1,0,0,0,1,8,1,3,0,0
ENSG00000285538,Gm4617,lncRNA,16,77752372,77756681,+,536,739,994,1262,820,1763,1195,1342,972,994
ENSG00000286841,Smlr1,lncRNA,16,76228379,76277330,-,0,0,0,0,0,12,3,0,0,0
ENSG00000307481,Prickle4,lncRNA,16,76235107,76296153,+,0,1,0,5,6,8,0,0,1,0
ENSG00000152910,Gm7258,protein_coding,16,76277278,76560757,+,3,0,1,1,1,3,0,0,0,1
ENSG00000287694,Gm24095,protein_coding,16,76277288,76819624,+,7,3,4,0,0,5,3,3,0,1
ENSG00000252814,Amy2a2,misc_RNA,16,76287630,76287739,+,0,0,0,0,0,0,1,0,0,0
ENSG00000252022,Ighv1-71,snoRNA,16,76469508,76469595,-,0,5,1,4,1,1,0,0,0,6
ENSG00000250514,Gm9529,lncRNA,16,76579510,76928409,+,0,1,0,0,0,0,0,0,0,0
ENSG00000273659,Gm17121,lncRNA,16,76582556,76583098,+,1,9,4,9,8,19,6,4,4,3
ENSG00000266426,Igkv1-132,miRNA,16,76868936,76869019,+,0,0,0,0,0,0,0,0,0,0
ENSG00000297958,Gm15801,lncRNA,16,76877568,76886312,-,0,11,13,22,13,24,7,6,7,1
ENSG00000260797,Igkv8-19,transcribed_processed_pseudogene,16,76878274,76878936,-,1,66,15,11,22,104,1,6,1,86
ENSG00000244485,Tpbgl,transcribed_processed_pseudogene,16,76235055,76235623,-,18,43,13,37,28,65,8,7,14,16
ENSG00000261540,Gm5559,lncRNA,16,78014683,78060092,-,5751,2197,4186,2565,1916,6912,1899,2142,1907,2896
ENSG00000166509,Vmn2r26,protein_coding,16,78022515,78066761,+,4,1,0,0,1,1,1,4,0,0
ENSG00000261776,Igkv9-124,processed_pseudogene,16,78055824,78056927,-,28,19,0,49,15,27,13,11,1,86
ENSG00000260731,Ighv2-9,processed_pseudogene,16,78048483,78049897,-,0,31,5,34,0,91,0,0,0,11
ENSG00000103111,Gm6223,protein_coding,16,77190835,77202398,+,4,11,6,11,11,5,4,4,3,4
ENSG00000205078,Ighv1-31,protein_coding,16,77199408,77213215,+,0,29,0,5,1,1,0,4,1,1
ENSG00000261063,1700065D16Rik,lncRNA,16,77201474,77249957,-,5,3,6,2,3,0,0,7,3,5
ENSG00000226348,Ighv2-6,unitary_pseudogene,16,77220406,77221258,+,0,0,1,0,0,1,0,0,1,4
ENSG00000260922,Ighv1-63,lncRNA,16,77234877,77299950,+,0,3,5,0,5,1,3,0,1,6
ENSG00000140873,Mfsd4b4,protein_coding,16,77247813,77435034,-,86,204,125,317,259,323,141,181,96,85
ENSG00000260701,Zfp960,lncRNA,16,77433368,77446798,+,26,62,54,79,58,111,56,57,60,48
ENSG00000296395,Rps19-ps4,lncRNA,16,77438471,77439048,-,20,10,15,13,13,20,25,19,19,13
ENSG00000278058,Gm15454,lncRNA,16,79599480,79606730,+,41,28,43,39,32,57,38,49,25,39
ENSG00000277214,Igkv3-4,lncRNA,16,79603572,79604177,+,18,14,0,8,0,13,1,1,1,16
ENSG00000261390,Zfp781,lncRNA,16,79605850,79770651,-,5,7,5,12,12,7,3,5,13,5
ENSG00000275040,Hmgb1-ps9,lncRNA,16,79611085,79620110,+,7,1,5,4,6,5,7,5,5,5
ENSG00000279378,Gm5558,TEC,16,79675685,79677715,-,42,34,62,45,43,61,51,57,58,53
ENSG00000260876,Psmb9,lncRNA,16,79676048,79809716,+,446,330,774,1356,348,967,236,242,685,594
ENSG00000261082,Lbhd1,lncRNA,16,79797826,79827185,-,220,155,188,297,217,422,199,219,160,198
ENSG00000178573,Gm12622,protein_coding,16,79585843,79600737,-,0,0,0,0,0,0,0,0,1,0
ENSG00000166446,Gm28373,protein_coding,16,80597907,80804598,-,4,7,11,12,3,7,11,14,7,6
ENSG00000260064,Ftl1-ps2,lncRNA,16,80627551,80628379,-,4,1,8,5,5,18,9,9,4,6
ENSG00000260594,Ighv1-62-3,lncRNA,16,80736360,80742305,+,0,0,0,4,0,1,0,0,0,0
ENSG00000260706,Gm47283,lncRNA,16,80065836,80168027,+,582,1204,2700,1416,1766,1852,632,857,475,1049
ENSG00000259867,Amy2a4,lncRNA,16,80154979,80569670,-,0,0,0,0,0,0,0,0,0,0
ENSG00000261376,Tmem181b-ps,lncRNA,16,80179129,80180682,+,122,285,207,414,301,386,232,335,118,135
ENSG00000168589,Zfp433,protein_coding,16,80540734,80550811,+,15,19,19,24,25,43,16,19,11,9
ENSG00000260737,Ighv9-1,lncRNA,16,80553256,80572808,-,0,0,4,0,0,6,0,0,0,0
ENSG00000186153,Gm10481,protein_coding,16,78099400,79212667,+,4,8,22,14,13,18,11,8,4,8
ENSG00000279991,Igkv4-55,TEC,16,78166717,78168514,-,7,46,4,9,18,13,11,14,0,14
ENSG00000260969,Gm25596,lncRNA,16,78234652,78241989,-,0,8,3,8,9,3,4,3,3,0
ENSG00000287106,Gm10736,lncRNA,16,78273497,78275607,-,107,31,113,97,70,118,130,103,114,128
ENSG00000303650,Igkv6-14,lncRNA,16,78461797,78463006,-,10,18,0,8,0,25,0,0,3,3
ENSG00000303629,Tmem151b,lncRNA,16,78470016,78471275,-,11,114,55,126,109,167,15,16,68,24
ENSG00000260733,Cyp2d12,lncRNA,16,78495926,78506568,-,2,10,6,17,3,7,16,16,1,33
ENSG00000279887,Gm10778,TEC,16,78525189,78526535,-,12,15,20,24,17,33,16,11,16,16
ENSG00000261837,Shisa8,lncRNA,16,78534374,78535648,+,10,25,16,33,23,26,28,11,19,12
ENSG00000279129,Zfp955b,TEC,16,78550739,78553296,-,187,213,173,371,305,519,161,199,161,142
ENSG00000288821,Galntl6,lncRNA,16,78608473,78682746,+,1,8,9,19,5,10,22,23,1,16
ENSG00000304647,Zfp850,lncRNA,16,78715168,78734573,-,80,99,90,146,117,203,108,136,76,70
ENSG00000286894,2500002B13Rik,lncRNA,16,78793581,78796397,-,35,36,38,57,55,71,24,21,31,33
ENSG00000299337,Gm16863,lncRNA,16,78823023,78824653,-,22,20,16,18,14,65,91,79,13,16
ENSG00000243101,Rps19-ps8,processed_pseudogene,16,78825281,78826006,+,3,0,3,1,5,8,7,6,0,3
ENSG00000280115,Gm26822,TEC,16,78872739,78873505,+,1,1,2,1,1,5,1,1,0,0
ENSG00000280190,A730071L15Rik,TEC,16,78890231,78892302,+,7,1,4,5,10,10,4,8,6,4
ENSG00000260816,A330023F24Rik,lncRNA,16,78895361,78899644,+,15,50,40,80,69,52,26,22,12,13
ENSG00000279732,5033403F01Rik,TEC,16,78981722,78981843,-,11,10,7,12,12,7,2,5,4,12
ENSG00000261537,1700113A16Rik,lncRNA,16,78994345,79004730,+,30,30,36,56,50,109,51,68,30,47
ENSG00000280274,9530052E02Rik,TEC,16,79016136,79017429,+,1,4,4,7,4,5,0,1,3,1
ENSG00000260694,Gm4755,lncRNA,16,79077376,79078234,-,12,25,28,40,35,59,12,21,8,15
ENSG00000260479,Rps19-ps6,lncRNA,16,79090049,79110882,+,399,196,564,431,300,638,455,511,343,528
ENSG00000277954,Gm4221,lncRNA,16,79202624,79206739,-,26,13,8,17,14,26,7,11,19,8
ENSG00000285918,Gm9530,lncRNA,16,79208493,79211264,-,14,15,22,33,19,38,5,8,7,15
ENSG00000261722,Gm26571,lncRNA,16,79211330,79229497,-,2,6,2,1,2,5,8,5,3,3
ENSG00000276007,Snhg18,lncRNA,16,78123243,78124332,+,257,211,181,339,208,445,214,242,160,326
ENSG00000260014,E230013L22Rik,processed_pseudogene,16,78355529,78355834,+,18,38,26,49,43,84,24,35,38,23
ENSG00000260495,4930509G22Rik,lncRNA,16,81310731,81313423,-,10,16,10,15,15,17,9,14,8,10
ENSG00000289067,A230028O05Rik,lncRNA,16,81313360,81314819,-,7,9,6,9,6,7,7,5,4,5
ENSG00000166473,Gm6345,protein_coding,16,81100875,81220370,-,9,3,9,15,8,24,15,18,11,10
ENSG00000252608,3300005D01Rik,snRNA,16,81106533,81106639,-,42,11,23,24,32,30,24,15,25,27
ENSG00000286759,Gm26621,lncRNA,16,81136610,81153976,+,22,68,77,101,97,124,27,41,35,37
ENSG00000261609,Gm26620,protein_coding,16,81314944,81390884,+,0,0,0,1,3,1,1,1,1,1
ENSG00000284473,4930556M19Rik,miRNA,16,81385018,81385093,+,27,22,25,36,36,62,26,20,12,13
ENSG00000260896,Gm26881,lncRNA,16,80826074,80892682,-,9,4,1,4,6,15,9,4,1,9
